#: table_doi: 10.17182/hepdata.106115.v2/t4
#: name: Signal templates, LQ, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_lq,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
325.0,310.0,340.0,487.73,5.8817,-5.8817
355.0,340.0,370.0,463.18,5.7301,-5.7301
385.0,370.0,400.0,450.59,5.6506,-5.6506
415.0,400.0,430.0,408.81,5.3857,-5.3857
450.0,430.0,470.0,487.81,5.8865,-5.8865
490.0,470.0,510.0,356.0,5.0332,-5.0332
530.0,510.0,550.0,227.34,4.0201,-4.0201
570.0,550.0,590.0,138.73,3.1339,-3.1339
615.0,590.0,640.0,100.49,2.6618,-2.6618
665.0,640.0,690.0,53.078,1.9408,-1.9408
715.0,690.0,740.0,31.741,1.5115,-1.5115
765.0,740.0,790.0,17.598,1.1224,-1.1224
815.0,790.0,840.0,11.819,0.91536,-0.91536
870.0,840.0,900.0,7.8308,0.75397,-0.75397
930.0,900.0,960.0,5.604,0.64169,-0.64169
990.0,960.0,1020.0,3.5341,0.49777,-0.49777
1055.0,1020.0,1090.0,1.4303,0.34078,-0.34078
1125.0,1090.0,1160.0,0.85667,0.24869,-0.24869
1205.0,1160.0,1250.0,0.42973,0.17605,-0.17605
1325.0,1250.0,1400.0,0.52657,0.17968,-0.17968

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,20.811,0.42663,-0.42663
295.0,280.0,310.0,22.673,0.4486,-0.4486
325.0,310.0,340.0,24.397,0.46408,-0.46408
355.0,340.0,370.0,26.03,0.47933,-0.47933
385.0,370.0,400.0,25.665,0.47632,-0.47632
415.0,400.0,430.0,26.163,0.48018,-0.48018
450.0,430.0,470.0,34.774,0.55666,-0.55666
490.0,470.0,510.0,33.757,0.54687,-0.54687
530.0,510.0,550.0,34.375,0.55159,-0.55159
570.0,550.0,590.0,32.801,0.54003,-0.54003
615.0,590.0,640.0,37.945,0.58147,-0.58147
665.0,640.0,690.0,32.382,0.53634,-0.53634
715.0,690.0,740.0,26.847,0.49139,-0.49139
765.0,740.0,790.0,18.145,0.40326,-0.40326
815.0,790.0,840.0,11.449,0.32174,-0.32174
870.0,840.0,900.0,7.7314,0.26378,-0.26378
930.0,900.0,960.0,4.4318,0.19935,-0.19935
990.0,960.0,1020.0,2.668,0.15538,-0.15538
1055.0,1020.0,1090.0,1.8618,0.13019,-0.13019
1125.0,1090.0,1160.0,1.0989,0.10065,-0.10065
1205.0,1160.0,1250.0,0.75681,0.083325,-0.083325
1325.0,1250.0,1400.0,0.70392,0.085923,-0.085923

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,25.627,0.49434,-0.49434
295.0,280.0,310.0,28.164,0.52147,-0.52147
325.0,310.0,340.0,30.13,0.53939,-0.53939
355.0,340.0,370.0,29.598,0.53573,-0.53573
385.0,370.0,400.0,29.912,0.53857,-0.53857
415.0,400.0,430.0,29.504,0.5343,-0.5343
450.0,430.0,470.0,38.525,0.60925,-0.60925
490.0,470.0,510.0,37.721,0.60269,-0.60269
530.0,510.0,550.0,36.956,0.59857,-0.59857
570.0,550.0,590.0,34.998,0.5832,-0.5832
615.0,590.0,640.0,38.95,0.61436,-0.61436
665.0,640.0,690.0,34.032,0.57464,-0.57464
715.0,690.0,740.0,27.395,0.51622,-0.51622
765.0,740.0,790.0,19.448,0.43683,-0.43683
815.0,790.0,840.0,12.07,0.34291,-0.34291
870.0,840.0,900.0,7.4974,0.27094,-0.27094
930.0,900.0,960.0,4.4051,0.20803,-0.20803
990.0,960.0,1020.0,3.0974,0.17424,-0.17424
1055.0,1020.0,1090.0,1.8957,0.13804,-0.13804
1125.0,1090.0,1160.0,1.0235,0.10001,-0.10001
1205.0,1160.0,1250.0,0.72083,0.086735,-0.086735
1325.0,1250.0,1400.0,0.85921,0.095765,-0.095765

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,56.409,0.9364,-0.9364
295.0,280.0,310.0,61.518,0.98591,-0.98591
325.0,310.0,340.0,66.611,1.0262,-1.0262
355.0,340.0,370.0,66.401,1.0251,-1.0251
385.0,370.0,400.0,65.69,1.0191,-1.0191
415.0,400.0,430.0,58.959,0.96659,-0.96659
450.0,430.0,470.0,68.935,1.0438,-1.0438
490.0,470.0,510.0,60.231,0.97572,-0.97572
530.0,510.0,550.0,51.763,0.90411,-0.90411
570.0,550.0,590.0,44.343,0.83795,-0.83795
615.0,590.0,640.0,48.889,0.87964,-0.87964
665.0,640.0,690.0,40.73,0.80214,-0.80214
715.0,690.0,740.0,30.914,0.70133,-0.70133
765.0,740.0,790.0,22.59,0.59854,-0.59854
815.0,790.0,840.0,14.696,0.48162,-0.48162
870.0,840.0,900.0,10.517,0.41123,-0.41123
930.0,900.0,960.0,5.9787,0.30809,-0.30809
990.0,960.0,1020.0,3.9675,0.25188,-0.25188
1055.0,1020.0,1090.0,2.7609,0.21032,-0.21032
1125.0,1090.0,1160.0,1.6338,0.16104,-0.16104
1205.0,1160.0,1250.0,1.3267,0.15068,-0.15068
1325.0,1250.0,1400.0,1.8298,0.18201,-0.18201

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,2.6065,0.09509,-0.09509
295.0,280.0,310.0,2.9707,0.10166,-0.10166
325.0,310.0,340.0,3.3168,0.10703,-0.10703
355.0,340.0,370.0,3.5423,0.11108,-0.11108
385.0,370.0,400.0,3.8361,0.11572,-0.11572
415.0,400.0,430.0,4.1453,0.11999,-0.11999
450.0,430.0,470.0,6.02,0.14442,-0.14442
490.0,470.0,510.0,5.694,0.14034,-0.14034
530.0,510.0,550.0,5.585,0.14071,-0.14071
570.0,550.0,590.0,5.3685,0.13724,-0.13724
615.0,590.0,640.0,6.2745,0.14829,-0.14829
665.0,640.0,690.0,5.5687,0.1396,-0.1396
715.0,690.0,740.0,5.426,0.13724,-0.13724
765.0,740.0,790.0,5.1527,0.1348,-0.1348
815.0,790.0,840.0,4.6102,0.12692,-0.12692
870.0,840.0,900.0,5.0195,0.13294,-0.13294
930.0,900.0,960.0,3.8458,0.11663,-0.11663
990.0,960.0,1020.0,2.9769,0.1022,-0.1022
1055.0,1020.0,1090.0,2.0137,0.084293,-0.084293
1125.0,1090.0,1160.0,1.0399,0.061266,-0.061266
1205.0,1160.0,1250.0,0.72873,0.051473,-0.051473
1325.0,1250.0,1400.0,0.92683,0.061325,-0.061325

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,7.1629,0.22203,-0.22203
295.0,280.0,310.0,8.4715,0.24243,-0.24243
325.0,310.0,340.0,9.3207,0.25564,-0.25564
355.0,340.0,370.0,9.6126,0.25942,-0.25942
385.0,370.0,400.0,11.239,0.28108,-0.28108
415.0,400.0,430.0,11.625,0.28542,-0.28542
450.0,430.0,470.0,16.19,0.33857,-0.33857
490.0,470.0,510.0,16.4,0.34084,-0.34084
530.0,510.0,550.0,14.715,0.32187,-0.32187
570.0,550.0,590.0,12.368,0.29561,-0.29561
615.0,590.0,640.0,12.742,0.29945,-0.29945
665.0,640.0,690.0,10.497,0.27136,-0.27136
715.0,690.0,740.0,9.1079,0.25474,-0.25474
765.0,740.0,790.0,7.0659,0.22341,-0.22341
815.0,790.0,840.0,5.8637,0.20163,-0.20163
870.0,840.0,900.0,6.1834,0.20888,-0.20888
930.0,900.0,960.0,5.1312,0.19067,-0.19067
990.0,960.0,1020.0,3.4,0.15755,-0.15755
1055.0,1020.0,1090.0,2.6113,0.13733,-0.13733
1125.0,1090.0,1160.0,1.6556,0.11245,-0.11245
1205.0,1160.0,1250.0,1.1212,0.089014,-0.089014
1325.0,1250.0,1400.0,1.4377,0.10416,-0.10416

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,24.089,0.69511,-0.69511
295.0,280.0,310.0,27.106,0.7422,-0.7422
325.0,310.0,340.0,29.191,0.7735,-0.7735
355.0,340.0,370.0,33.307,0.82196,-0.82196
385.0,370.0,400.0,38.933,0.89313,-0.89313
415.0,400.0,430.0,41.133,0.9194,-0.9194
450.0,430.0,470.0,53.967,1.0482,-1.0482
490.0,470.0,510.0,53.508,1.0457,-1.0457
530.0,510.0,550.0,47.086,0.9797,-0.9797
570.0,550.0,590.0,38.221,0.88337,-0.88337
615.0,590.0,640.0,36.344,0.86135,-0.86135
665.0,640.0,690.0,28.66,0.76258,-0.76258
715.0,690.0,740.0,21.355,0.66199,-0.66199
765.0,740.0,790.0,16.57,0.58902,-0.58902
815.0,790.0,840.0,12.375,0.50341,-0.50341
870.0,840.0,900.0,11.139,0.48079,-0.48079
930.0,900.0,960.0,8.4904,0.41751,-0.41751
990.0,960.0,1020.0,6.3704,0.36247,-0.36247
1055.0,1020.0,1090.0,4.2062,0.29323,-0.29323
1125.0,1090.0,1160.0,2.7637,0.23507,-0.23507
1205.0,1160.0,1250.0,1.9416,0.20092,-0.20092
1325.0,1250.0,1400.0,3.7347,0.28392,-0.28392

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.0872,0.043216,-0.043216
295.0,280.0,310.0,1.2239,0.046774,-0.046774
325.0,310.0,340.0,1.3715,0.049209,-0.049209
355.0,340.0,370.0,1.7002,0.054928,-0.054928
385.0,370.0,400.0,1.8473,0.057432,-0.057432
415.0,400.0,430.0,2.1434,0.061534,-0.061534
450.0,430.0,470.0,3.2351,0.075759,-0.075759
490.0,470.0,510.0,3.4322,0.078122,-0.078122
530.0,510.0,550.0,3.6654,0.080673,-0.080673
570.0,550.0,590.0,3.7471,0.08162,-0.08162
615.0,590.0,640.0,4.4975,0.089933,-0.089933
665.0,640.0,690.0,3.893,0.083647,-0.083647
715.0,690.0,740.0,3.0689,0.073945,-0.073945
765.0,740.0,790.0,2.5664,0.067249,-0.067249
815.0,790.0,840.0,2.0842,0.061287,-0.061287
870.0,840.0,900.0,1.9195,0.058579,-0.058579
930.0,900.0,960.0,1.5908,0.054081,-0.054081
990.0,960.0,1020.0,1.2958,0.048645,-0.048645
1055.0,1020.0,1090.0,1.2467,0.047715,-0.047715
1125.0,1090.0,1160.0,0.95341,0.041777,-0.041777
1205.0,1160.0,1250.0,0.85672,0.040441,-0.040441
1325.0,1250.0,1400.0,1.1654,0.048592,-0.048592

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3.7117,0.14474,-0.14474
295.0,280.0,310.0,4.4884,0.16067,-0.16067
325.0,310.0,340.0,5.1251,0.17075,-0.17075
355.0,340.0,370.0,6.0277,0.18466,-0.18466
385.0,370.0,400.0,6.8228,0.19773,-0.19773
415.0,400.0,430.0,7.4287,0.20638,-0.20638
450.0,430.0,470.0,10.82,0.24951,-0.24951
490.0,470.0,510.0,12.818,0.27144,-0.27144
530.0,510.0,550.0,13.101,0.27559,-0.27559
570.0,550.0,590.0,13.769,0.28222,-0.28222
615.0,590.0,640.0,16.355,0.3068,-0.3068
665.0,640.0,690.0,13.793,0.28144,-0.28144
715.0,690.0,740.0,10.934,0.25144,-0.25144
765.0,740.0,790.0,8.2068,0.21772,-0.21772
815.0,790.0,840.0,6.0577,0.18561,-0.18561
870.0,840.0,900.0,5.7925,0.18291,-0.18291
930.0,900.0,960.0,4.1904,0.1555,-0.1555
990.0,960.0,1020.0,2.9521,0.13226,-0.13226
1055.0,1020.0,1090.0,2.5221,0.12311,-0.12311
1125.0,1090.0,1160.0,2.0485,0.10785,-0.10785
1205.0,1160.0,1250.0,1.4517,0.093141,-0.093141
1325.0,1250.0,1400.0,2.6496,0.12655,-0.12655

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,7.9465,0.29748,-0.29748
295.0,280.0,310.0,9.2559,0.32339,-0.32339
325.0,310.0,340.0,10.692,0.34469,-0.34469
355.0,340.0,370.0,12.034,0.36513,-0.36513
385.0,370.0,400.0,13.744,0.39124,-0.39124
415.0,400.0,430.0,14.574,0.40302,-0.40302
450.0,430.0,470.0,21.593,0.49229,-0.49229
490.0,470.0,510.0,24.561,0.52753,-0.52753
530.0,510.0,550.0,26.021,0.54289,-0.54289
570.0,550.0,590.0,25.754,0.53907,-0.53907
615.0,590.0,640.0,29.53,0.58048,-0.58048
665.0,640.0,690.0,25.425,0.53633,-0.53633
715.0,690.0,740.0,20.765,0.48482,-0.48482
765.0,740.0,790.0,16.047,0.42389,-0.42389
815.0,790.0,840.0,12.018,0.36957,-0.36957
870.0,840.0,900.0,10.391,0.34331,-0.34331
930.0,900.0,960.0,7.6936,0.29789,-0.29789
990.0,960.0,1020.0,5.4731,0.24975,-0.24975
1055.0,1020.0,1090.0,4.1176,0.21952,-0.21952
1125.0,1090.0,1160.0,3.0743,0.18786,-0.18786
1205.0,1160.0,1250.0,2.65,0.17682,-0.17682
1325.0,1250.0,1400.0,4.3073,0.22797,-0.22797

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.9384,0.059748,-0.059748
295.0,280.0,310.0,0.96005,0.061468,-0.061468
325.0,310.0,340.0,1.0893,0.064972,-0.064972
355.0,340.0,370.0,1.2692,0.070628,-0.070628
385.0,370.0,400.0,1.4359,0.074038,-0.074038
415.0,400.0,430.0,1.6506,0.080774,-0.080774
450.0,430.0,470.0,2.473,0.099508,-0.099508
490.0,470.0,510.0,2.764,0.10386,-0.10386
530.0,510.0,550.0,3.1922,0.11208,-0.11208
570.0,550.0,590.0,3.4906,0.11752,-0.11752
615.0,590.0,640.0,4.8225,0.13794,-0.13794
665.0,640.0,690.0,4.9379,0.1394,-0.1394
715.0,690.0,740.0,4.8495,0.1378,-0.1378
765.0,740.0,790.0,4.4048,0.13224,-0.13224
815.0,790.0,840.0,3.7717,0.12161,-0.12161
870.0,840.0,900.0,3.3963,0.11582,-0.11582
930.0,900.0,960.0,2.6022,0.10131,-0.10131
990.0,960.0,1020.0,1.8461,0.086543,-0.086543
1055.0,1020.0,1090.0,1.4737,0.076221,-0.076221
1125.0,1090.0,1160.0,0.93813,0.061662,-0.061662
1205.0,1160.0,1250.0,0.98342,0.063081,-0.063081
1325.0,1250.0,1400.0,1.7364,0.085812,-0.085812

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.7712,0.117,-0.117
295.0,280.0,310.0,2.0268,0.12466,-0.12466
325.0,310.0,340.0,2.3579,0.13453,-0.13453
355.0,340.0,370.0,2.4453,0.13834,-0.13834
385.0,370.0,400.0,2.9259,0.15091,-0.15091
415.0,400.0,430.0,3.1531,0.1578,-0.1578
450.0,430.0,470.0,4.8727,0.19463,-0.19463
490.0,470.0,510.0,5.6371,0.21172,-0.21172
530.0,510.0,550.0,6.4231,0.2255,-0.2255
570.0,550.0,590.0,6.9443,0.23388,-0.23388
615.0,590.0,640.0,9.4298,0.27253,-0.27253
665.0,640.0,690.0,9.8772,0.2787,-0.2787
715.0,690.0,740.0,9.4468,0.27381,-0.27381
765.0,740.0,790.0,8.7638,0.26222,-0.26222
815.0,790.0,840.0,7.12,0.23544,-0.23544
870.0,840.0,900.0,6.7579,0.23064,-0.23064
930.0,900.0,960.0,4.6224,0.19284,-0.19284
990.0,960.0,1020.0,3.4579,0.16282,-0.16282
1055.0,1020.0,1090.0,3.1883,0.15863,-0.15863
1125.0,1090.0,1160.0,1.8517,0.12276,-0.12276
1205.0,1160.0,1250.0,1.7026,0.11941,-0.11941
1325.0,1250.0,1400.0,3.5567,0.17189,-0.17189

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,5.5953,0.30668,-0.30668
295.0,280.0,310.0,5.1097,0.29445,-0.29445
325.0,310.0,340.0,5.8868,0.31269,-0.31269
355.0,340.0,370.0,5.9248,0.31566,-0.31566
385.0,370.0,400.0,5.9943,0.31264,-0.31264
415.0,400.0,430.0,8.0391,0.36439,-0.36439
450.0,430.0,470.0,11.137,0.42766,-0.42766
490.0,470.0,510.0,11.281,0.43338,-0.43338
530.0,510.0,550.0,12.864,0.46848,-0.46848
570.0,550.0,590.0,14.554,0.49512,-0.49512
615.0,590.0,640.0,18.695,0.56325,-0.56325
665.0,640.0,690.0,19.851,0.57695,-0.57695
715.0,690.0,740.0,18.835,0.56174,-0.56174
765.0,740.0,790.0,16.366,0.52385,-0.52385
815.0,790.0,840.0,14.177,0.48934,-0.48934
870.0,840.0,900.0,14.101,0.4875,-0.4875
930.0,900.0,960.0,9.8789,0.40927,-0.40927
990.0,960.0,1020.0,6.6737,0.33878,-0.33878
1055.0,1020.0,1090.0,6.1476,0.32166,-0.32166
1125.0,1090.0,1160.0,4.2159,0.27134,-0.27134
1205.0,1160.0,1250.0,3.4537,0.24873,-0.24873
1325.0,1250.0,1400.0,6.7676,0.3584,-0.3584

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.55697,0.039716,-0.039716
295.0,280.0,310.0,0.67277,0.044513,-0.044513
325.0,310.0,340.0,0.75994,0.047776,-0.047776
355.0,340.0,370.0,0.72345,0.046341,-0.046341
385.0,370.0,400.0,0.84332,0.050492,-0.050492
415.0,400.0,430.0,0.96146,0.053177,-0.053177
450.0,430.0,470.0,1.2618,0.061758,-0.061758
490.0,470.0,510.0,1.4925,0.066541,-0.066541
530.0,510.0,550.0,1.7396,0.072044,-0.072044
570.0,550.0,590.0,1.8766,0.075679,-0.075679
615.0,590.0,640.0,2.5215,0.086825,-0.086825
665.0,640.0,690.0,2.9985,0.094716,-0.094716
715.0,690.0,740.0,3.046,0.096561,-0.096561
765.0,740.0,790.0,3.3167,0.10079,-0.10079
815.0,790.0,840.0,3.0827,0.096757,-0.096757
870.0,840.0,900.0,3.5682,0.10374,-0.10374
930.0,900.0,960.0,2.9563,0.094599,-0.094599
990.0,960.0,1020.0,2.4331,0.086477,-0.086477
1055.0,1020.0,1090.0,1.8954,0.076593,-0.076593
1125.0,1090.0,1160.0,1.4592,0.066742,-0.066742
1205.0,1160.0,1250.0,1.2485,0.061881,-0.061881
1325.0,1250.0,1400.0,2.2749,0.08588,-0.08588

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.3386,0.094755,-0.094755
295.0,280.0,310.0,1.6486,0.10488,-0.10488
325.0,310.0,340.0,1.4881,0.099273,-0.099273
355.0,340.0,370.0,1.9004,0.11192,-0.11192
385.0,370.0,400.0,1.8651,0.11119,-0.11119
415.0,400.0,430.0,2.0002,0.11557,-0.11557
450.0,430.0,470.0,2.7376,0.13559,-0.13559
490.0,470.0,510.0,3.3173,0.15029,-0.15029
530.0,510.0,550.0,3.4323,0.15181,-0.15181
570.0,550.0,590.0,3.6692,0.15748,-0.15748
615.0,590.0,640.0,5.5692,0.19397,-0.19397
665.0,640.0,690.0,6.0339,0.20123,-0.20123
715.0,690.0,740.0,6.4401,0.21004,-0.21004
765.0,740.0,790.0,6.5376,0.21058,-0.21058
815.0,790.0,840.0,6.4,0.20779,-0.20779
870.0,840.0,900.0,6.733,0.21375,-0.21375
930.0,900.0,960.0,6.1605,0.20441,-0.20441
990.0,960.0,1020.0,4.7288,0.1775,-0.1775
1055.0,1020.0,1090.0,4.2078,0.1694,-0.1694
1125.0,1090.0,1160.0,3.0289,0.14563,-0.14563
1205.0,1160.0,1250.0,2.4688,0.13043,-0.13043
1325.0,1250.0,1400.0,4.2805,0.18624,-0.18624

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3.2375,0.19072,-0.19072
295.0,280.0,310.0,3.389,0.19613,-0.19613
325.0,310.0,340.0,3.0397,0.18392,-0.18392
355.0,340.0,370.0,3.2183,0.19085,-0.19085
385.0,370.0,400.0,3.4818,0.19485,-0.19485
415.0,400.0,430.0,3.6245,0.20898,-0.20898
450.0,430.0,470.0,5.3375,0.24629,-0.24629
490.0,470.0,510.0,5.5986,0.25229,-0.25229
530.0,510.0,550.0,6.1388,0.26583,-0.26583
570.0,550.0,590.0,6.3137,0.27165,-0.27165
615.0,590.0,640.0,8.7792,0.31616,-0.31616
665.0,640.0,690.0,9.4118,0.32682,-0.32682
715.0,690.0,740.0,10.217,0.34169,-0.34169
765.0,740.0,790.0,9.8702,0.33752,-0.33752
815.0,790.0,840.0,9.6075,0.33254,-0.33254
870.0,840.0,900.0,11.122,0.35504,-0.35504
930.0,900.0,960.0,9.6178,0.33762,-0.33762
990.0,960.0,1020.0,7.128,0.28677,-0.28677
1055.0,1020.0,1090.0,6.5018,0.27487,-0.27487
1125.0,1090.0,1160.0,4.5164,0.23186,-0.23186
1205.0,1160.0,1250.0,4.1343,0.22429,-0.22429
1325.0,1250.0,1400.0,7.0866,0.3176,-0.3176

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.60571,0.041782,-0.041782
295.0,280.0,310.0,0.65803,0.043318,-0.043318
325.0,310.0,340.0,0.64963,0.0436,-0.0436
355.0,340.0,370.0,0.60505,0.041186,-0.041186
385.0,370.0,400.0,0.6548,0.044683,-0.044683
415.0,400.0,430.0,0.77511,0.046845,-0.046845
450.0,430.0,470.0,1.0339,0.054914,-0.054914
490.0,470.0,510.0,1.1024,0.05611,-0.05611
530.0,510.0,550.0,1.1379,0.057682,-0.057682
570.0,550.0,590.0,1.2528,0.061398,-0.061398
615.0,590.0,640.0,1.6919,0.070026,-0.070026
665.0,640.0,690.0,1.7916,0.072904,-0.072904
715.0,690.0,740.0,1.9208,0.075152,-0.075152
765.0,740.0,790.0,2.3063,0.081965,-0.081965
815.0,790.0,840.0,2.2523,0.081836,-0.081836
870.0,840.0,900.0,2.9495,0.09293,-0.09293
930.0,900.0,960.0,3.0436,0.094066,-0.094066
990.0,960.0,1020.0,2.6073,0.086928,-0.086928
1055.0,1020.0,1090.0,2.6203,0.088408,-0.088408
1125.0,1090.0,1160.0,2.0102,0.076699,-0.076699
1205.0,1160.0,1250.0,1.8153,0.073232,-0.073232
1325.0,1250.0,1400.0,3.2301,0.10302,-0.10302

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.29,0.08012,-0.08012
295.0,280.0,310.0,1.1674,0.075123,-0.075123
325.0,310.0,340.0,1.387,0.084733,-0.084733
355.0,340.0,370.0,1.2065,0.078282,-0.078282
385.0,370.0,400.0,1.2791,0.080292,-0.080292
415.0,400.0,430.0,1.2715,0.078715,-0.078715
450.0,430.0,470.0,1.8422,0.09566,-0.09566
490.0,470.0,510.0,1.9952,0.10089,-0.10089
530.0,510.0,550.0,1.8636,0.097164,-0.097164
570.0,550.0,590.0,1.8171,0.095923,-0.095923
615.0,590.0,640.0,2.782,0.11886,-0.11886
665.0,640.0,690.0,3.0102,0.12395,-0.12395
715.0,690.0,740.0,3.3672,0.13014,-0.13014
765.0,740.0,790.0,3.4984,0.13401,-0.13401
815.0,790.0,840.0,3.7486,0.13822,-0.13822
870.0,840.0,900.0,4.5292,0.15031,-0.15031
930.0,900.0,960.0,4.5144,0.15238,-0.15238
990.0,960.0,1020.0,3.9791,0.13996,-0.13996
1055.0,1020.0,1090.0,3.8324,0.1404,-0.1404
1125.0,1090.0,1160.0,3.2389,0.128,-0.128
1205.0,1160.0,1250.0,2.7143,0.11893,-0.11893
1325.0,1250.0,1400.0,4.6773,0.17034,-0.17034

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2000
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,2.8518,0.15123,-0.15123
295.0,280.0,310.0,2.4153,0.14107,-0.14107
325.0,310.0,340.0,2.2583,0.13761,-0.13761
355.0,340.0,370.0,2.5613,0.14683,-0.14683
385.0,370.0,400.0,2.2205,0.13777,-0.13777
415.0,400.0,430.0,2.3133,0.13808,-0.13808
450.0,430.0,470.0,3.0996,0.15745,-0.15745
490.0,470.0,510.0,2.9592,0.15743,-0.15743
530.0,510.0,550.0,3.2967,0.16894,-0.16894
570.0,550.0,590.0,3.2414,0.1634,-0.1634
615.0,590.0,640.0,4.2742,0.18858,-0.18858
665.0,640.0,690.0,4.7519,0.19832,-0.19832
715.0,690.0,740.0,4.9455,0.2051,-0.2051
765.0,740.0,790.0,4.9562,0.20483,-0.20483
815.0,790.0,840.0,5.0812,0.20506,-0.20506
870.0,840.0,900.0,6.5939,0.23427,-0.23427
930.0,900.0,960.0,6.2739,0.23012,-0.23012
990.0,960.0,1020.0,5.4056,0.21486,-0.21486
1055.0,1020.0,1090.0,5.9635,0.22468,-0.22468
1125.0,1090.0,1160.0,4.4629,0.19813,-0.19813
1205.0,1160.0,1250.0,4.0646,0.19053,-0.19053
1325.0,1250.0,1400.0,6.583,0.27133,-0.27133

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2250
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
